Title,Link,Description,Publication Date,Category,New_description
Fashion Designer Sonam Dubal brings his latest collection to Chennai,https://www.thehindu.com/life-and-style/fashion/fashion-designer-sonam-dubal-brings-his-latest-collection-to-chennai/article67654054.ece,"Step into the vibrant world of Sonam Dubal, where the golden threads of his designs weave a tapestry of global influences, cultural heritage, and contemporary chic, creating a symphony that transcends fashion norms and celebrates the art of diversity.","Fri, 22 Dec 2023 16:51:26 +0530",Fashion,"Step into the vibrant world of Sonam Dubal, where the golden threads of his designs weave a tapestry of global influences, cultural heritage, and contemporary chic, creating a symphony that transcends fashion norms and celebrates the art of diversity."
Bottled cocktails and coffee liquor: what’s trending this holiday season in India,https://www.thehindu.com/food/features/bottled-cocktails-and-coffee-liquor-whats-trending-this-holiday-season-in-india/article67614206.ece,"From ready-to-drink cocktails and cold-brew coffee liquors, brands are upping their game for the party season ahead","Fri, 22 Dec 2023 16:35:02 +0530",Features,"From ready-to-drink cocktails and cold-brew coffee liquors, brands are upping their game for the party season ahead"
‘Bhanu Athaiya made India cool 60 years ago’,https://www.thehindu.com/entertainment/art/bharat-through-the-lens-bhanu-athaiya-brijeshwari-kumar-gohil-prinseps/article67656907.ece,"At a time when the conversation in the country is all about design, craft, textile and art, Prinseps’ new exhibition in Goa spotlights a creator who had nailed the brief decades ago","Fri, 22 Dec 2023 15:52:47 +0530",Art,"At a time when the conversation in the country is all about design, craft, textile and art, Prinseps’ new exhibition in Goa spotlights a creator who had nailed the brief decades ago"
Ensemble India turns 36 with the launch of a new store in Ahmedabad,https://www.thehindu.com/life-and-style/ensemble-india-turns-36-with-the-launch-of-a-new-store-in-ahmedabad/article67637347.ece,"Ensemble India’s new store houses creations by 50-plus designers, with an emphasis on rewear and repurpose Luxury multi brand fashion retailer Ensemble India turns 36 and commemorates the occasion with the launch of a new store in Ahmedabad","Sat, 16 Dec 2023 15:17:49 +0530",Life &amp; Style,"Ensemble India’s new store houses creations by 50-plus designers, with an emphasis on rewear and repurpose Luxury multi brand fashion retailer Ensemble India turns 36 and commemorates the occasion with the launch of a new store in Ahmedabad"
How the Indian shawl is reinventing itself ,https://www.thehindu.com/life-and-style/how-the-indian-shawl-is-reinventing-itself/article67322173.ece,"From international runways to luxury department stores, handwoven, embroidered shawls from India are having their moment in the world of fashion ","Fri, 15 Dec 2023 19:02:01 +0530",Life &amp; Style,"From international runways to luxury department stores, handwoven, embroidered shawls from India are having their moment in the world of fashion "
Walk down memory lane with ‘The Archies’,https://www.thehindu.com/entertainment/movies/walk-down-memory-lane-with-zoya-akhtars-the-archies/article67626842.ece,"If you are from a generation that read the Archie comics, then the props in ‘The Archies’ film are bound to make you nostalgic","Tue, 12 Dec 2023 15:36:11 +0530",Movies,"If you are from a generation that read the Archie comics, then the props in ‘The Archies’ film are bound to make you nostalgic"
"Falguni and Shane Peacock show us around their flagship store in Kolkata, which is designed by Gauri Khan ",https://www.thehindu.com/life-and-style/fashion/falguni-and-shane-peacock-show-us-around-their-flagship-store-in-kolkata-thats-designed-by-gauri-khan/article67606852.ece,"Falguni and Shane Peacock’s latest flagship store is spread across two floors and punctuated with mirrors, glass cages, chandeliers and a faux fireplace","Fri, 08 Dec 2023 16:18:45 +0530",Fashion,"Falguni and Shane Peacock’s latest flagship store is spread across two floors and punctuated with mirrors, glass cages, chandeliers and a faux fireplace"
"Gauri Khan shares designs secrets from her latest project, the Falguni Shane Peacock store in Kolkata ",https://www.thehindu.com/life-and-style/fashion/gauri-khan-shares-designs-secrets-from-her-latest-project-the-falguni-shane-peacock-store-in-kolkata/article67617830.ece,"This is the third store that Gauri Khan has designed for FSP, after Mumbai and  Hyderabad","Fri, 08 Dec 2023 16:07:08 +0530",Fashion,"This is the third store that Gauri Khan has designed for FSP, after Mumbai and  Hyderabad"
The three prize-winning shoes from The World Championship of Shoemaking will make their stop in Chennai this weekend,https://www.thehindu.com/life-and-style/the-three-prize-winning-shoes-from-the-world-championship-of-shoemaking-will-make-their-stop-in-chennai-this-weekend/article67610048.ece,"From London, the shoes that usually travel to Paris, New York, Tokyo, Shanghai, will for the first time come to Chennai, thanks to Bridlen","Wed, 06 Dec 2023 16:43:20 +0530",Life &amp; Style,"From London, the shoes that usually travel to Paris, New York, Tokyo, Shanghai, will for the first time come to Chennai, thanks to Bridlen"
The lungi as a symbol of cultural identity ,https://www.thehindu.com/life-and-style/the-lungi-as-a-symbol-of-cultural-identity/article67586161.ece,"Edgy prints, Madras checks, printed borders... millennials are embracing the lungi as a symbol of cultural identity","Mon, 04 Dec 2023 14:59:41 +0530",Life &amp; Style,"Edgy prints, Madras checks, printed borders... millennials are embracing the lungi as a symbol of cultural identity"
Why Raghavendra Rathore’s new line of breeches is every fashionista’s must-have ,https://www.thehindu.com/life-and-style/fashion/raghavendra-rathores-new-line-of-breeches-features-leather-accents/article67538828.ece,"Designer Raghavendra Rathore launches a line of breeches, with leather accents and unconventional prints, bringing together age-old craftsmanship and modern style","Fri, 01 Dec 2023 16:01:42 +0530",Fashion,"Designer Raghavendra Rathore launches a line of breeches, with leather accents and unconventional prints, bringing together age-old craftsmanship and modern style"
Tarun Tahiliani and the art of staying relevant,https://www.thehindu.com/life-and-style/fashion/tarun-tahiliani-on-his-new-book-showcase-at-singapores-asian-civilisations-museum/article67585944.ece,"With a new coffee table book and an upcoming first-of-its-kind showcase at the Asian Civilisations Museum in Singapore, Tarun Tahiliani the avant-garde designer shows no signs of slowing down","Fri, 01 Dec 2023 15:22:09 +0530",Fashion,"With a new coffee table book and an upcoming first-of-its-kind showcase at the Asian Civilisations Museum in Singapore, Tarun Tahiliani the avant-garde designer shows no signs of slowing down"
Archives in the atelier | Fashion designers in India are preserving and documenting their old collections  ,https://www.thehindu.com/life-and-style/fashion/fashion-archiving-india-archives-couture-tarun-tahiliani-abraham-thakore-manish-malhotra/article67583546.ece,"Textile has been doing it for a while, but now fashion is catching up. Swatches, sketches, collections are being documented and stored, ensuring strong brand DNA and enabling collaborations","Fri, 01 Dec 2023 14:51:01 +0530",Fashion,"Textile has been doing it for a while, but now fashion is catching up. Swatches, sketches, collections are being documented and stored, ensuring strong brand DNA and enabling collaborations"
Eye on the aisle: 2023’s wedding trend forecasts,https://www.thehindu.com/life-and-style/fashion/wedding-couture-trends-for-2023-in-the-spotlight/article67193855.ece,"Multi-functional jewellery, shades of copper, and intricately embellished apparel that puts the spotlight on Indian craftsmanship define this year’s wedding season","Fri, 24 Nov 2023 15:10:15 +0530",Fashion,"Multi-functional jewellery, shades of copper, and intricately embellished apparel that puts the spotlight on Indian craftsmanship define this year’s wedding season"
A sari collection on Indian goddesses with a side of martial arts ,https://www.thehindu.com/life-and-style/fashion/a-sari-collection-on-indian-goddesses-with-a-side-of-martial-arts/article67557342.ece,"Designer Lakshmi Srinath focusses on nine goddesses from ancient Vedic and folk traditions, and highlights weapons associated with them","Thu, 23 Nov 2023 14:10:15 +0530",Fashion,"Designer Lakshmi Srinath focusses on nine goddesses from ancient Vedic and folk traditions, and highlights weapons associated with them"
"Eka’s just launched flagship store in Delhi resembles an art gallery with sculptures, antiques and garments in shades of the earth",https://www.thehindu.com/life-and-style/ekas-just-launched-flagship-store-in-delhi-resembles-an-art-gallery-with-sculptures-antiques-and-garments-in-shades-of-the-earth/article67507370.ece,The store in Delhi’s Lodhi Market currently showcases a collection inspired by Ladakh,"Tue, 21 Nov 2023 14:08:40 +0530",Life &amp; Style,The store in Delhi’s Lodhi Market currently showcases a collection inspired by Ladakh
 Home decor tips to light up your homes this Deepavali,https://www.thehindu.com/life-and-style/fashion/home-decor-tips-to-light-up-your-homes-this-deepavali/article67480030.ece,"Antique tea light holders, floral arrangements, and vintage glassware. Experts weigh in on settling that perfect party table","Fri, 10 Nov 2023 16:58:59 +0530",Fashion,"Antique tea light holders, floral arrangements, and vintage glassware. Experts weigh in on settling that perfect party table"
"This Deepavali, consider draping an exquisite saree that has a fascinating history ",https://www.thehindu.com/life-and-style/this-deepavali-consider-draping-an-exquisite-saree-that-has-a-fascinating-history/article67508179.ece,"Saree revivalists who work with weavers to recreate textiles and designs from the past, tell us why revival handlooms and museum recreations are finding a growing customer base","Thu, 09 Nov 2023 17:10:42 +0530",Life &amp; Style,"Saree revivalists who work with weavers to recreate textiles and designs from the past, tell us why revival handlooms and museum recreations are finding a growing customer base"
Lightweight drapes drive the festive discourse in Hyderabad,https://www.thehindu.com/life-and-style/fashion/lightweight-drapes-drive-the-festive-discourse-in-hyderabad/article67507441.ece,"Ikats with geometric motifs, kalamkari with stories from the epics, and Gadwal silks with kuttu borders. Here are some of the festive handloom picks for the season","Wed, 08 Nov 2023 15:59:12 +0530",Fashion,"Ikats with geometric motifs, kalamkari with stories from the epics, and Gadwal silks with kuttu borders. Here are some of the festive handloom picks for the season"
Serena Williams honoured as 'fashion icon' by Council of Fashion Designers of America,https://www.thehindu.com/entertainment/serena-williams-honoured-as-fashion-icon-by-council-of-fashion-designers-of-america/article67512243.ece,Tennis legend  Serena Williams has been honored at Monday’s Council of Fashion Designers of America awards for her contributions to American fashion,"Wed, 08 Nov 2023 15:03:01 +0530",Entertainment,Tennis legend  Serena Williams has been honored at Monday’s Council of Fashion Designers of America awards for her contributions to American fashion
Anita Dongre’s Jaipur takeover with a landmark fashion fundraiser at the iconic City Palace,https://www.thehindu.com/life-and-style/fashion/anita-dongres-fashion-fundraiser-for-elephants-at-jaipurs-city-palace/article67507456.ece,"The designer’s Rewild’23: Fashion For Good presentation was co-hosted by PrincessGauravi Kumari, titular princess from the royal family of Jaipur, and geared towards raising funds and awareness about elephant conservation","Tue, 07 Nov 2023 14:38:29 +0530",Fashion,"The designer’s Rewild’23: Fashion For Good presentation was co-hosted by PrincessGauravi Kumari, titular princess from the royal family of Jaipur, and geared towards raising funds and awareness about elephant conservation"
"Silver ornaments with quirky motifs, and bold, bohemian jewellery make a statement  ",https://www.thehindu.com/life-and-style/fashion/silver-ornaments-with-quirky-motifs-and-bold-bohemian-jewellery-make-a-statement/article67475599.ece,"Jewellery brands are rewriting the design language of silver ornaments, with motifs that are quirky, bold and bohemian ","Fri, 03 Nov 2023 19:30:14 +0530",Fashion,"Jewellery brands are rewriting the design language of silver ornaments, with motifs that are quirky, bold and bohemian "
